age,marital,balance,housing,loan,duration,campaign,previous,poutcome,deposit
33,single,395,yes,no,1359,6,0,unknown,yes
59,married,135,yes,yes,416,4,0,unknown,yes
38,married,0,no,no,532,2,0,unknown,yes
40,married,471,yes,no,430,4,0,unknown,yes
51,married,603,yes,no,853,2,0,unknown,yes
41,single,663,no,no,1204,1,0,unknown,yes
38,married,593,yes,yes,1484,24,0,unknown,yes
31,married,1224,yes,yes,1441,2,0,unknown,yes
28,single,2,yes,no,454,1,0,unknown,yes
41,married,720,no,yes,651,1,0,unknown,yes
33,divorced,990,yes,no,1491,2,0,unknown,yes
25,single,1747,yes,no,903,1,0,unknown,yes
45,divorced,59,yes,no,873,8,0,unknown,yes
31,married,33,yes,no,901,2,0,unknown,yes
28,single,340,yes,no,821,2,0,unknown,yes
49,divorced,305,no,no,367,2,0,unknown,yes
25,married,0,yes,no,458,9,0,unknown,yes
28,single,497,yes,no,1602,6,0,unknown,yes
54,married,1371,no,no,1492,2,0,unknown,yes
28,single,1628,yes,no,1422,2,0,unknown,yes
27,single,372,yes,yes,728,2,0,unknown,yes
49,single,566,yes,no,979,2,0,unknown,yes
53,married,343,yes,no,616,5,0,unknown,yes
26,single,941,no,yes,784,1,0,unknown,yes
37,married,775,no,yes,1000,1,0,unknown,yes
34,single,1759,no,yes,695,1,0,unknown,yes
51,married,1495,no,no,1946,4,0,unknown,yes
39,married,1444,no,no,362,8,0,unknown,yes
35,single,470,yes,no,743,13,0,unknown,yes
51,married,1162,yes,no,2015,1,0,unknown,yes
30,single,2,yes,yes,1031,8,0,unknown,yes
42,single,1628,yes,no,590,8,0,unknown,yes
54,married,1134,yes,no,1330,3,0,unknown,yes
51,married,0,yes,yes,946,3,0,unknown,yes
57,divorced,63,no,yes,1448,17,0,unknown,yes
30,married,1221,yes,no,279,4,0,unknown,yes
37,single,5024,no,yes,661,4,0,unknown,yes
39,married,10685,yes,no,1369,9,0,unknown,yes
35,married,1629,no,no,653,4,0,unknown,yes
48,married,268,yes,no,458,7,0,unknown,yes
31,married,0,yes,yes,664,8,0,unknown,yes
35,married,5613,yes,no,699,3,0,unknown,yes
48,married,513,no,yes,939,3,0,unknown,yes
53,married,362,no,no,1169,2,0,unknown,yes
27,single,3933,no,no,837,3,0,unknown,yes
55,married,3899,yes,no,596,4,0,unknown,yes
40,married,473,yes,no,383,3,0,unknown,yes
40,single,1616,no,no,1009,7,0,unknown,yes
38,divorced,1817,yes,no,1096,4,0,unknown,yes
54,single,129,no,yes,867,2,0,unknown,yes
54,married,1938,no,yes,551,3,0,unknown,yes
50,single,133,no,no,890,4,0,unknown,yes
48,divorced,2263,no,no,874,2,0,unknown,yes
41,married,1538,no,no,710,2,0,unknown,yes
51,divorced,5,no,no,600,2,0,unknown,yes
42,single,2625,no,no,2516,2,0,unknown,yes
58,divorced,1080,yes,no,1058,2,0,unknown,yes
47,married,312,no,no,884,1,0,unknown,yes
58,married,145,yes,no,616,13,0,unknown,yes
41,married,-190,no,yes,808,3,0,unknown,yes
50,married,2678,no,no,1011,6,0,unknown,yes
46,married,271,yes,no,1013,29,0,unknown,yes
44,married,0,no,no,684,2,0,unknown,yes
36,married,0,no,no,843,2,0,unknown,yes
58,divorced,3161,no,no,542,2,0,unknown,yes
44,single,-4,no,yes,788,2,0,unknown,yes
49,divorced,-701,yes,no,988,2,0,unknown,yes
55,married,-375,no,no,814,2,0,unknown,yes
52,married,959,no,no,694,2,0,unknown,yes
60,divorced,1091,no,no,441,5,0,unknown,yes
41,married,-1,no,yes,1171,4,0,unknown,yes
36,married,96,no,no,729,4,0,unknown,yes
41,divorced,0,no,no,509,2,0,unknown,yes
50,married,230,no,no,1089,4,0,unknown,yes
44,married,-156,no,yes,1211,2,0,unknown,yes
54,married,114,no,no,458,3,0,unknown,yes
35,married,-468,yes,no,540,8,0,unknown,yes
59,divorced,679,no,no,761,4,0,unknown,yes
42,married,206,yes,no,695,2,0,unknown,yes
27,single,1,yes,no,764,4,0,unknown,yes
59,divorced,2518,no,no,675,3,0,unknown,yes
43,married,378,no,no,782,8,0,unknown,yes
39,single,391,no,yes,962,4,0,unknown,yes
33,married,-144,no,no,481,3,0,unknown,yes
36,single,1240,no,no,812,3,0,unknown,yes
35,divorced,1792,yes,no,630,6,0,unknown,yes
50,married,2284,yes,no,1088,17,0,unknown,yes
55,married,264,yes,yes,1150,5,0,unknown,yes
51,divorced,0,no,no,574,2,0,unknown,yes
48,married,-392,no,no,725,4,0,unknown,yes
55,divorced,77,no,no,463,6,0,unknown,yes
30,married,48,yes,no,662,13,0,unknown,yes
53,married,252,no,no,727,4,0,unknown,yes
40,married,1954,no,no,1107,2,0,unknown,yes
44,married,755,no,yes,829,4,0,unknown,yes
49,divorced,755,no,no,1212,4,0,unknown,yes
40,married,341,no,no,1142,5,0,unknown,yes
58,married,1183,no,no,1721,5,0,unknown,yes
49,married,388,no,no,1032,4,0,unknown,yes
38,married,1919,no,no,846,1,0,unknown,yes
51,divorced,1613,no,no,870,1,0,unknown,yes
36,divorced,0,no,no,1165,1,0,unknown,yes
55,married,0,no,no,1110,1,0,unknown,yes
43,married,0,no,no,1488,2,0,unknown,yes
60,divorced,0,no,no,603,3,0,unknown,yes
57,married,466,no,no,641,2,0,unknown,yes
41,married,515,no,no,837,2,0,unknown,yes
50,married,2313,no,no,553,1,0,unknown,yes
53,married,-8,no,no,794,1,0,unknown,yes
59,married,1634,yes,yes,836,1,0,unknown,yes
59,married,100,no,no,1134,1,0,unknown,yes
52,married,5361,no,no,607,3,0,unknown,yes
58,divorced,1257,no,no,1536,1,0,unknown,yes
59,married,3400,yes,no,515,3,0,unknown,yes
49,single,1377,no,no,935,1,0,unknown,yes
33,divorced,2885,no,no,1051,2,0,unknown,yes
55,married,512,no,no,1200,2,0,unknown,yes
42,married,921,no,no,531,3,0,unknown,yes
52,married,1000,no,no,766,2,0,unknown,yes
38,married,202,no,no,1311,2,0,unknown,yes
55,married,169,no,yes,618,2,0,unknown,yes
49,married,3726,no,no,875,2,0,unknown,yes
56,divorced,146,yes,no,419,3,0,unknown,yes
46,married,940,no,no,1227,2,0,unknown,yes
57,divorced,734,no,no,1357,4,0,unknown,yes
61,married,77,no,no,455,4,0,unknown,yes
45,married,925,no,no,406,2,0,unknown,yes
39,married,1836,no,no,902,3,0,unknown,yes
46,married,660,no,no,740,2,0,unknown,yes
43,single,1304,no,no,501,2,0,unknown,yes
34,married,2956,no,no,835,2,0,unknown,yes
35,divorced,146,no,no,720,2,0,unknown,yes
36,divorced,36,no,no,836,4,0,unknown,yes
45,divorced,1,no,no,490,2,0,unknown,yes
47,married,2480,no,no,763,2,0,unknown,yes
42,married,14282,yes,no,649,4,0,unknown,yes
40,single,0,no,no,641,6,0,unknown,yes
40,divorced,311,no,no,738,2,0,unknown,yes
32,married,560,no,no,1044,4,0,unknown,yes
33,single,3059,no,yes,482,2,0,unknown,yes
32,married,1423,no,no,1249,4,0,unknown,yes
46,married,874,no,no,996,1,0,unknown,yes
50,married,706,yes,no,1250,4,0,unknown,yes
51,married,7098,no,no,1471,7,0,unknown,yes
30,single,5389,no,no,1456,3,0,unknown,yes
39,single,1104,no,no,395,2,0,unknown,yes
47,married,3070,no,no,663,4,0,unknown,yes
40,divorced,0,no,no,674,2,0,unknown,yes
50,married,4108,yes,no,526,2,0,unknown,yes
60,married,0,no,no,401,3,0,unknown,yes
32,single,4291,no,no,1321,9,0,unknown,yes
57,married,6822,no,no,797,2,0,unknown,yes
41,married,231,no,no,352,2,0,unknown,yes
50,married,3176,no,no,670,1,0,unknown,yes
46,divorced,-824,yes,no,429,3,0,unknown,yes
31,married,676,no,no,1182,1,0,unknown,yes
36,single,651,no,no,876,1,0,unknown,yes
45,divorced,2657,no,no,895,3,0,unknown,yes
33,divorced,801,no,no,341,5,0,unknown,yes
47,married,405,no,yes,994,2,0,unknown,yes
35,married,82,no,no,507,4,0,unknown,yes
38,married,179,no,no,317,4,0,unknown,yes
33,married,1047,no,no,512,4,0,unknown,yes
44,single,7138,no,no,809,2,0,unknown,yes
31,single,165,no,yes,523,2,0,unknown,yes
31,single,37,no,no,669,2,0,unknown,yes
49,married,823,no,no,780,4,0,unknown,yes
52,married,1625,no,no,459,2,0,unknown,yes
31,married,120,no,no,1000,1,0,unknown,yes
35,married,2957,yes,yes,733,3,0,unknown,yes
31,single,2,no,no,848,1,0,unknown,yes
36,divorced,1,no,no,1242,3,0,unknown,yes
39,married,1795,no,no,922,7,0,unknown,yes
46,married,4,no,no,1206,4,0,unknown,yes
48,married,476,no,no,856,3,0,unknown,yes
36,married,9,no,no,386,4,0,unknown,yes
30,married,131,yes,no,384,6,0,unknown,yes
33,single,1120,no,no,1070,2,0,unknown,yes
57,married,2785,no,no,610,4,0,unknown,yes
33,single,0,no,no,699,7,0,unknown,yes
35,married,43,no,no,917,4,0,unknown,yes
53,married,0,no,no,608,2,0,unknown,yes
41,married,456,yes,no,734,4,0,unknown,yes
32,single,2018,no,no,1238,1,0,unknown,yes
41,married,0,no,no,1242,5,0,unknown,yes
35,single,354,no,no,444,3,0,unknown,yes
48,married,719,no,yes,418,5,0,unknown,yes
34,married,828,no,yes,1080,3,0,unknown,yes
47,married,2787,no,no,479,1,0,unknown,yes
46,married,2551,no,no,645,2,0,unknown,yes
60,married,2722,no,no,506,2,0,unknown,yes
39,married,1880,no,no,768,2,0,unknown,yes
57,married,2112,no,no,1134,2,0,unknown,yes
36,divorced,871,no,no,396,3,0,unknown,yes
30,married,850,no,no,507,2,0,unknown,yes
33,married,3243,no,no,439,4,0,unknown,yes
30,married,1567,yes,no,1133,4,0,unknown,yes
36,single,12,no,no,587,2,0,unknown,yes
49,married,128,no,no,696,2,0,unknown,yes
49,married,553,no,no,645,8,0,unknown,yes
40,divorced,1694,no,no,473,6,0,unknown,yes
49,married,408,no,no,559,4,0,unknown,yes
38,married,1223,no,no,1092,5,0,unknown,yes
31,single,1858,no,no,453,3,0,unknown,yes
34,married,520,yes,no,1307,4,0,unknown,yes
39,married,271,yes,no,1344,1,0,unknown,yes
40,married,4396,no,no,432,3,0,unknown,yes
47,married,568,yes,no,1613,1,0,unknown,yes
37,single,3665,no,no,664,3,0,unknown,yes
44,single,244,yes,no,1735,4,0,unknown,yes
55,married,568,no,no,940,10,0,unknown,yes
40,married,42,no,no,1842,2,0,unknown,yes
54,married,309,no,no,969,2,0,unknown,yes
35,married,-180,no,yes,823,2,0,unknown,yes
32,single,34646,no,no,618,9,0,unknown,yes
36,divorced,59,no,no,526,2,0,unknown,yes
37,married,4436,no,no,846,5,0,unknown,yes
37,single,-242,yes,no,1149,6,0,unknown,yes
50,married,10052,no,no,665,2,0,unknown,yes
58,married,0,no,no,641,4,0,unknown,yes
52,divorced,152,no,no,404,6,0,unknown,yes
31,married,156,no,no,657,7,0,unknown,yes
40,married,66,no,no,737,4,0,unknown,yes
34,single,9827,yes,no,871,4,0,unknown,yes
53,married,6170,no,no,838,4,0,unknown,yes
43,married,2383,no,no,379,6,0,unknown,yes
30,single,635,no,no,851,8,0,unknown,yes
34,single,16,no,no,990,1,0,unknown,yes
48,divorced,362,no,no,529,1,0,unknown,yes
33,married,191,no,no,1148,2,0,unknown,yes
37,single,455,yes,no,904,6,0,unknown,yes
57,divorced,3043,no,no,707,2,0,unknown,yes
55,married,3334,no,no,632,4,0,unknown,yes
34,married,8029,yes,no,593,4,0,unknown,yes
44,married,624,no,no,552,2,0,unknown,yes
35,single,331,no,no,857,2,0,unknown,yes
34,married,2929,no,no,518,2,0,unknown,yes
49,married,1314,no,no,834,14,0,unknown,yes
30,married,289,yes,no,1184,4,0,unknown,yes
32,single,20,no,no,1151,2,0,unknown,yes
56,married,8163,no,no,1231,4,0,unknown,yes
50,single,1200,no,no,904,3,0,unknown,yes
32,single,1732,yes,no,1871,3,0,unknown,yes
45,single,0,no,no,773,4,0,unknown,yes
52,married,576,no,no,762,3,0,unknown,yes
60,married,493,no,no,671,4,0,unknown,yes
47,married,682,no,no,638,6,0,unknown,yes
32,single,0,no,no,594,4,0,unknown,yes
55,married,3485,no,no,625,4,0,unknown,yes
36,single,2944,no,no,882,8,0,unknown,yes
46,married,1353,no,no,528,5,0,unknown,yes
55,divorced,0,no,no,309,4,0,unknown,yes
30,single,1541,no,no,471,8,0,unknown,yes
54,married,548,no,no,520,7,0,unknown,yes
31,divorced,254,no,no,1576,8,0,unknown,yes
46,single,4414,no,no,504,7,0,unknown,yes
61,married,985,no,no,998,6,0,unknown,yes
58,married,1241,no,no,194,2,0,unknown,yes
38,single,3278,no,no,645,14,0,unknown,yes
49,married,412,no,no,1293,8,0,unknown,yes
43,single,483,no,no,950,6,0,unknown,yes
52,married,7135,no,no,1032,3,0,unknown,yes
33,single,61,no,no,836,3,0,unknown,yes
33,married,1412,yes,no,480,1,0,unknown,yes
53,married,15,no,no,921,2,0,unknown,yes
40,single,27,no,no,467,2,0,unknown,yes
44,married,1196,no,no,552,5,0,unknown,yes
42,divorced,19,no,no,875,4,0,unknown,yes
33,single,432,no,no,588,6,0,unknown,yes
53,married,988,no,no,1408,5,0,unknown,yes
60,married,1614,no,no,921,6,0,unknown,yes
33,single,163,yes,no,627,2,0,unknown,yes
37,married,247,no,no,625,6,0,unknown,yes
45,married,236,no,no,703,2,0,unknown,yes
34,single,666,no,no,1503,2,0,unknown,yes
56,married,73,no,no,644,4,0,unknown,yes
57,divorced,96,no,no,913,4,0,unknown,yes
32,single,46,no,no,788,6,0,unknown,yes
50,married,1501,no,no,946,4,0,unknown,yes
30,single,-477,no,yes,1532,2,0,unknown,yes
56,married,1694,no,no,793,10,0,unknown,yes
55,married,196,no,no,81,1,0,unknown,yes
34,single,462,no,no,1877,3,0,unknown,yes
52,married,1227,no,no,1123,4,0,unknown,yes
32,single,522,no,no,576,2,0,unknown,yes
31,married,94,no,no,579,2,0,unknown,yes
44,married,267,no,no,520,2,0,unknown,yes
33,married,4570,no,no,1258,2,0,unknown,yes
53,married,25,no,no,528,2,0,unknown,yes
46,single,0,no,no,686,2,0,unknown,yes
46,married,1920,no,no,604,6,0,unknown,yes
59,married,1575,yes,no,1241,11,0,unknown,yes
51,married,234,no,no,735,1,0,unknown,yes
57,married,3518,yes,no,626,3,0,unknown,yes
43,married,136,no,no,363,7,0,unknown,yes
48,single,830,no,no,961,4,0,unknown,yes
33,married,2054,no,no,472,6,0,unknown,yes
59,married,-546,no,no,1152,6,0,unknown,yes
58,married,5188,yes,no,606,6,0,unknown,yes
32,single,1882,no,no,497,5,0,unknown,yes
44,married,792,no,no,630,7,0,unknown,yes
47,married,162,no,no,366,3,0,unknown,yes
34,married,1035,no,no,1374,10,0,unknown,yes
51,married,746,no,no,372,5,0,unknown,yes
60,married,17297,no,no,664,11,0,unknown,yes
46,married,22,no,no,388,6,0,unknown,yes
41,married,231,no,no,428,2,0,unknown,yes
34,single,296,no,no,609,13,0,unknown,yes
31,divorced,0,no,no,581,6,0,unknown,yes
37,married,40,no,no,1033,4,0,unknown,yes
59,married,2396,no,no,1040,6,0,unknown,yes
55,married,2944,no,no,672,6,0,unknown,yes
33,single,7084,no,no,512,8,0,unknown,yes
30,married,569,no,no,976,12,0,unknown,yes
36,married,0,no,no,645,9,0,unknown,yes
44,married,1138,no,no,523,3,0,unknown,yes
36,divorced,54,yes,no,1642,3,0,unknown,yes
33,single,2637,no,no,583,17,0,unknown,yes
36,married,2473,no,no,965,4,0,unknown,yes
53,married,5603,no,no,2372,6,0,unknown,yes
47,divorced,225,no,no,1126,4,0,unknown,yes
39,married,-17,yes,yes,908,1,0,unknown,yes
35,single,3490,yes,no,643,2,0,unknown,yes
32,single,769,no,no,695,2,0,unknown,yes
46,divorced,-90,no,yes,270,1,0,unknown,yes
30,married,1785,no,no,235,1,0,unknown,yes
36,single,-103,yes,yes,3253,1,0,unknown,yes
47,divorced,555,yes,yes,478,1,0,unknown,yes
52,married,5303,yes,no,133,1,0,unknown,yes
43,married,1258,no,no,312,1,0,unknown,yes
44,single,1679,no,no,718,1,0,unknown,yes
30,married,1664,yes,no,2016,1,0,unknown,yes
32,married,8749,yes,yes,294,1,0,unknown,yes
42,single,-247,yes,yes,519,1,1,other,yes
33,married,3444,yes,no,144,1,4,failure,yes
45,married,5346,yes,yes,187,1,0,unknown,yes
45,married,1144,yes,no,676,1,0,unknown,yes
28,single,2351,no,no,157,1,0,unknown,yes
32,single,5514,no,no,181,1,0,unknown,yes
28,married,123,no,yes,313,1,0,unknown,yes
44,divorced,429,yes,no,80,1,0,unknown,yes
51,married,5254,yes,no,134,1,0,unknown,yes
56,married,589,yes,no,518,1,2,success,yes
40,divorced,568,yes,no,112,1,0,unknown,yes
49,married,10250,yes,no,97,1,0,unknown,yes
50,single,3537,no,no,305,1,0,unknown,yes
58,divorced,1947,no,no,228,1,0,unknown,yes
37,married,1967,no,no,376,1,0,unknown,yes
27,married,2329,no,no,131,1,0,unknown,yes
47,divorced,12026,yes,no,251,1,0,unknown,yes
39,married,1757,no,no,125,1,0,unknown,yes
43,married,107,yes,yes,135,1,0,unknown,yes
34,married,1012,yes,yes,540,1,0,unknown,yes
35,divorced,0,yes,no,171,1,0,unknown,yes
58,divorced,372,no,yes,11,1,0,unknown,yes
35,single,7506,yes,no,248,1,0,unknown,yes
42,divorced,314,yes,no,234,1,0,unknown,yes
43,married,860,no,no,132,1,0,unknown,yes
34,married,0,yes,no,154,1,0,unknown,yes
35,single,3623,no,no,160,1,0,unknown,yes
38,single,2470,no,no,227,1,0,unknown,yes
39,married,1307,yes,no,158,1,0,unknown,yes
58,divorced,3237,no,no,615,1,0,unknown,yes
60,married,5041,no,no,399,1,0,unknown,yes
56,married,6619,yes,no,465,1,0,unknown,yes
31,married,1331,no,no,268,1,0,unknown,yes
37,married,1970,yes,no,253,1,0,unknown,yes
59,divorced,1026,no,no,669,1,0,unknown,yes
49,married,249,no,no,234,1,0,unknown,yes
30,single,12857,yes,no,150,1,0,unknown,yes
31,single,2807,no,no,154,1,0,unknown,yes
40,married,5060,no,no,299,1,0,unknown,yes
43,married,2271,no,no,524,1,0,unknown,yes
48,married,1,no,no,248,1,0,unknown,yes
34,married,676,no,no,486,1,0,unknown,yes
28,single,160,no,no,158,1,0,unknown,yes
34,married,899,yes,no,114,1,3,failure,yes
47,married,1230,yes,no,378,1,0,unknown,yes
59,married,0,no,no,494,1,0,unknown,yes
32,single,700,no,no,90,1,0,unknown,yes
31,single,0,no,no,160,1,0,unknown,yes
27,single,67,no,no,239,1,0,unknown,yes
35,single,127,yes,no,162,1,0,unknown,yes
32,married,2089,yes,no,132,1,0,unknown,yes
57,married,3585,no,no,172,1,0,unknown,yes
58,married,4152,yes,no,160,1,0,unknown,yes
30,single,816,yes,no,179,1,0,unknown,yes
37,married,5447,yes,yes,1789,1,0,unknown,yes
44,divorced,275,no,no,1077,1,0,unknown,yes
57,married,1540,yes,no,564,1,0,unknown,yes
34,married,751,yes,yes,1303,1,0,unknown,yes
54,single,380,no,no,696,2,0,unknown,yes
55,married,1504,yes,yes,761,1,0,unknown,yes
59,married,1783,no,yes,540,2,0,unknown,yes
53,married,2269,no,no,1091,2,1,success,yes
37,married,5115,yes,no,1210,2,4,failure,yes
45,married,781,no,yes,652,2,2,failure,yes
49,single,-188,yes,yes,454,1,0,unknown,yes
31,single,761,no,no,514,2,0,unknown,yes
31,single,19,yes,no,1978,1,0,unknown,yes
35,married,4508,yes,no,854,1,0,unknown,yes
37,divorced,66,no,no,1164,2,0,unknown,yes
48,married,2266,no,no,676,1,0,unknown,yes
39,single,4646,yes,no,486,1,0,unknown,yes
34,single,1494,yes,no,596,1,1,other,yes
49,married,1050,yes,no,924,1,0,unknown,yes
41,married,0,yes,no,897,3,0,unknown,yes
46,married,0,no,no,1855,1,0,unknown,yes
54,divorced,2171,yes,yes,1034,1,0,unknown,yes
38,married,3234,no,no,578,2,0,unknown,yes
39,married,11887,no,no,1181,2,0,unknown,yes
46,married,0,no,no,716,2,3,other,yes
58,divorced,5037,yes,no,1437,2,0,unknown,yes
32,single,386,yes,no,482,1,0,unknown,yes
30,married,8781,yes,no,898,1,0,unknown,yes
51,married,538,no,no,1122,4,0,unknown,yes
30,single,5561,yes,no,511,1,0,unknown,yes
35,divorced,859,yes,yes,1554,1,0,unknown,yes
30,single,0,yes,yes,686,1,0,unknown,yes
30,single,-617,no,yes,925,1,0,unknown,yes
43,married,1429,yes,no,1015,1,2,other,yes
47,married,4189,yes,no,489,3,0,unknown,yes
51,married,580,no,no,694,2,0,unknown,yes
32,single,2615,no,no,853,1,0,unknown,yes
53,divorced,587,no,no,561,1,0,unknown,yes
33,single,149,yes,no,424,2,1,other,yes
40,single,3,no,no,998,1,0,unknown,yes
42,married,807,yes,no,1057,1,0,unknown,yes
46,divorced,3354,yes,no,522,1,1,success,yes
32,single,1249,yes,no,472,1,0,unknown,yes
38,married,190,yes,no,623,1,1,other,yes
32,single,550,no,no,337,1,0,unknown,yes
30,married,12737,no,yes,589,2,0,unknown,yes
35,married,0,yes,no,644,4,0,unknown,yes
36,married,1207,yes,no,1792,2,0,unknown,yes
43,divorced,347,no,no,1468,3,0,unknown,yes
42,married,3713,no,no,709,2,0,unknown,yes
40,married,3352,yes,no,639,2,1,success,yes
32,married,254,yes,no,1720,3,0,unknown,yes
32,married,4654,yes,yes,276,1,2,failure,yes
41,single,-386,no,yes,477,1,0,unknown,yes
34,single,3043,yes,yes,670,1,0,unknown,yes
40,single,1547,yes,no,405,1,0,unknown,yes
32,single,945,no,no,531,1,0,unknown,yes
32,single,6402,yes,no,628,1,0,unknown,yes
36,single,1295,no,no,1192,1,0,unknown,yes
45,married,6993,yes,no,283,1,0,unknown,yes
47,married,4420,yes,yes,454,1,0,unknown,yes
35,divorced,141,no,yes,728,1,0,unknown,yes
36,married,11462,yes,no,993,1,0,unknown,yes
33,married,6843,no,no,755,1,10,other,yes
30,married,501,yes,yes,994,1,1,failure,yes
32,single,5806,yes,no,1503,2,0,unknown,yes
45,married,20138,yes,no,871,5,0,unknown,yes
47,married,1315,no,no,329,4,0,unknown,yes
46,married,0,no,no,531,1,1,failure,yes
39,single,7,yes,no,931,4,0,unknown,yes
30,married,3929,yes,no,593,1,0,unknown,yes
45,married,7,no,no,691,1,0,unknown,yes
43,married,699,yes,yes,1258,2,2,other,yes
53,married,421,yes,no,677,1,0,unknown,yes
43,married,4333,yes,no,1490,3,0,unknown,yes
54,divorced,300,yes,no,562,2,0,unknown,yes
30,single,7773,yes,no,705,1,0,unknown,yes
30,married,1794,no,no,1035,1,0,unknown,yes
36,single,2032,no,yes,736,1,0,unknown,yes
33,married,3401,no,no,253,1,0,unknown,yes
38,married,1110,yes,no,888,2,2,failure,yes
37,divorced,3068,yes,yes,370,2,1,other,yes
32,married,983,yes,no,500,2,1,failure,yes
59,divorced,2396,no,no,488,1,0,unknown,yes
59,married,6888,no,no,1025,2,0,unknown,yes
46,divorced,2087,no,no,768,3,0,unknown,yes
32,single,121,yes,no,758,1,0,unknown,yes
52,single,3469,yes,no,653,1,0,unknown,yes
45,married,5461,yes,no,841,2,0,unknown,yes
52,married,7119,no,yes,871,3,0,unknown,yes
31,married,-35,no,no,952,2,0,unknown,yes
31,married,314,yes,no,1341,3,7,failure,yes
39,single,18508,no,no,1598,4,0,unknown,yes
35,married,5639,yes,no,945,2,0,unknown,yes
33,married,2918,no,yes,1059,2,0,unknown,yes
50,married,12519,yes,no,615,3,1,failure,yes
36,married,4069,no,no,517,1,0,unknown,yes
34,single,4254,yes,no,714,1,0,unknown,yes
46,divorced,219,yes,no,729,1,0,unknown,yes
47,married,0,no,no,591,1,1,failure,yes
39,single,2263,yes,yes,1158,9,0,unknown,yes
31,single,2589,no,no,614,1,0,unknown,yes
41,single,1982,no,no,558,1,0,unknown,yes
59,married,7049,no,no,530,1,2,failure,yes
39,divorced,1968,no,no,648,1,0,unknown,yes
48,married,7195,no,no,609,2,0,unknown,yes
50,married,4117,no,no,530,1,0,unknown,yes
31,single,3950,yes,no,529,1,0,unknown,yes
30,single,495,yes,no,641,1,0,unknown,yes
31,married,8629,yes,no,957,1,2,failure,yes
30,married,455,yes,no,758,1,0,unknown,yes
34,single,4536,yes,no,963,1,0,unknown,yes
53,married,1777,yes,no,796,5,1,failure,yes
34,married,3527,yes,no,1022,1,0,unknown,yes
57,married,372,no,no,553,3,0,unknown,yes
41,single,92,no,no,372,1,0,unknown,yes
40,married,72,yes,yes,849,1,0,unknown,yes
37,divorced,1533,yes,no,555,4,0,unknown,yes
31,married,4148,yes,no,316,3,9,other,yes
58,married,96,no,no,850,1,0,unknown,yes
39,married,2245,no,no,749,2,0,unknown,yes
47,married,834,no,yes,902,1,2,other,yes
44,married,4119,yes,yes,1074,1,0,unknown,yes
45,married,-525,no,yes,980,2,0,unknown,yes
41,married,39,yes,no,549,2,0,unknown,yes
